target,text,indices,label
standard os cd,can ' t reinstall with $t$ because of proprietary hardware drivers .,5,-1
proprietary hardware drivers,can ' t reinstall with standard os cd because of $t$ .,10,-1
battery,"there is a small red circle next to it with a x in the middle , and when i click on it it says : "" consider replacing your $t$ "" and it does not hold full charge .",29,0
charge,"there is a small red circle next to it with a x in the middle , and when i click on it it says : "" consider replacing your battery "" and it does not hold full $t$ .",37,-1
delivery,the computer was two weeks late in $t$ because hp forgot to complete the required import paperwork .,7,-1
programm,the first $t$ i switched on was a game for my children .,2,0
performance,i have been very pleased with the $t$ of this laptop .,7,1
battery life,"i bought it for my mom and she reports that the $t$ lasts all day for her , it ' s very lightweight , and the response for the computing she ' s doing ( internet focused activity : mail , research , etc . ) is excellent ;",11,1
response,"i bought it for my mom and she reports that the battery life lasts all day for her , it ' s very lightweight , and the $t$ for the computing she ' s doing ( internet focused activity : mail , research , etc . ) is excellent ;",27,1
focused activity,"i bought it for my mom and she reports that the battery life lasts all day for her , it ' s very lightweight , and the response for the computing she ' s doing ( internet $t$ : mail , research , etc . ) is excellent ;",37,0
features,its very nice and once you learn the $t$ you will be so happy to have such a sophisticated computer .,8,0
charges,it is sleek and lightweight and $t$ quickly when needed .,6,1
charge,"also you may need to $t$ it once a day , if for medium use every thing fast and easy with mac the size and look is the most feature that attracted me to it .",5,0
size,"also you may need to charge it once a day , if for medium use every thing fast and easy with mac the $t$ and look is the most feature that attracted me to it .",23,1
look,"also you may need to charge it once a day , if for medium use every thing fast and easy with mac the size and $t$ is the most feature that attracted me to it .",25,1
feature,"also you may need to charge it once a day , if for medium use every thing fast and easy with mac the size and look is the most $t$ that attracted me to it .",29,1
ibook backup,( the $t$ also uses a firewire connection ) .,2,0
firewire connection,( the ibook backup also uses a $t$ ) .,7,0
camera,"i did think it had a $t$ because that was one of my requirements , but forgot to check in the specifications on this one before i purchased .",6,0
specifications,"i did think it had a camera because that was one of my requirements , but forgot to check in the $t$ on this one before i purchased .",21,0
display,also the $t$ is exceptional !,2,1
repair depot,the computer was shipped to their $t$ on june 24 and returned on july 2 seems like a short turn around time except the computer was not repaired when it was returned .,6,0
keyboard shortcuts,learning all of the $t$ only took a few minutes to get used to as some of the shortcuts are the same on windows machines .,4,1
shortcuts,learning all of the keyboard shortcuts only took a few minutes to get used to as some of the $t$ are the same on windows machines .,19,0
ram,little short on $t$ but you get what you pay for .,3,-1
software,"it didn ' t come with any $t$ installed outside of windows media , but for the price , i was very pleased with the condition and the overall product .",7,-1
windows media,"it didn ' t come with any software installed outside of $t$ , but for the price , i was very pleased with the condition and the overall product .",11,0
price,"it didn ' t come with any software installed outside of windows media , but for the $t$ , i was very pleased with the condition and the overall product .",17,1
warranty,"then , one month after the $t$ expired , the replacement charger went .",6,0
replacement charger,"then , one month after the warranty expired , the $t$ went .",10,-1
windows system,"i love a "" pc "" but i was ready for a change and tired of the $t$ .",17,-1
cursor,"your $t$ will end up all over the freaking place , , , it ' s not uncommon for me to accidentally delete words , sentences , paragraphs because of this mousepad .",1,-1
mousepad,"your cursor will end up all over the freaking place , , , it ' s not uncommon for me to accidentally delete words , sentences , paragraphs because of this $t$ .",31,-1
features,"other installed $t$ , such as certain printer software , are also most attractive .",2,1
printer software,"other installed features , such as certain $t$ , are also most attractive .",7,1
power,"i work in film editing and post production , so i need a laptop that not only has $t$ , but memory and speed as well .",18,0
memory,"i work in film editing and post production , so i need a laptop that not only has power , but $t$ and speed as well .",21,0
speed,"i work in film editing and post production , so i need a laptop that not only has power , but memory and $t$ as well .",23,0
hinge,"even doing so , the $t$ may just be slightly tightened only .",5,0
shipping,"company provides ups $t$ , fast , great !",3,1
technician,i would tell the $t$ i knew exactly what was wrong with it but they did not listen and i had to go through a bunch of junk to get them to tell me i needed to send the computer in .,4,-1
dc jack,"then i ' ve fixed the $t$ ( inside the unit ) , rewired the dc jack to the outside of the laptop , replaced the power brick .",6,0
dc jack,"then i ' ve fixed the dc jack ( inside the unit ) , rewired the $t$ to the outside of the laptop , replaced the power brick .",16,0
power brick,"then i ' ve fixed the dc jack ( inside the unit ) , rewired the dc jack to the outside of the laptop , replaced the $t$ .",27,0
use,"it is easy to $t$ , has great screen quality , and every so light weight .",4,1
screen quality,"it is easy to use , has great $t$ , and every so light weight .",8,1
use,"great product , very easy to $t$ and great graphics .",6,1
graphics,"great product , very easy to use and great $t$ .",9,1
ilife software,the $t$ that comes with the computer is so simple to use and produces a great finished product .,1,1
use,the ilife software that comes with the computer is so simple to $t$ and produces a great finished product .,12,1
built-in webcam,the $t$ is great for skype and similar video-chat services .,1,1
service center,the shop will definitely push the problem to the $t$ .,9,0
word,"pc users work in $t$ , while mac users work in pages .",4,0
pages,"pc users work in word , while mac users work in $t$ .",11,0
internet,"while i mostly use it for email , $t$ and gaming , i ' m confident all other applications live up to the high standard i ' ve come to appreciate from mac laptops .",8,0
gaming,"while i mostly use it for email , internet and $t$ , i ' m confident all other applications live up to the high standard i ' ve come to appreciate from mac laptops .",10,0
