target,text,indices,label
britney spears,"take enough rock to leave another grandcanyon , and use the rock for a giant statue of $t$ . she is so rocking , love yeah .",17,0
sarah palin,The estranged father of $t$ ' s grandson will be posing for playboy . That will show them .,4,-1
charlie sheen,Im $t$ ; Cause Bitch Im Winning,1,1
britney spears,just did my nieces nails . cziara whips her hands out & says '' tita i want pink ! '' $t$ - 3 on repeat .,20,0
barack obama,Waitrose dumps Fox News in protest over remarks on $t$,9,0
lakers,right here RT BigJamaal : $t$ Where y' all at ?,5,-1
charlie sheen,When $t$ goes out to eat he does n't order . The waiter just automatically brings him a big steaming dish of winning,1,1
windows 7,check out the latest news from my professional page developments the upgrade experience for $t$ -,14,0
alicia keys,Listening to '' Like You 'll Never See Me Again '' by $t$ - Never take a day with your loved ones 4 -LRB- ... -RRB- .,12,0
britney spears,"hey you . hey you , ' $t$ sucking cock spam ' . do me a favor : go suck some cock and stop following me",7,-1
wii,just made an impulsive splurge buy and got a $t$ . :-RRB- ca n't wait to get it set up !,9,1
jimmy carter,am i hearing correctly ? obama got a nobel peace prize ? for what ? what ? $t$ got one too ... well that explains things . nevermind .,17,0
sarah palin,box Signed by $t$ Will Only Set You Back $ 1.1 Million -LRB- Plus Shipping -RRB- - recommended by Reporter - = ...,3,0
george bush,does $t$ deserve a nobel peace prize hell no he needs a kick in his ass for sending this country to war for no reason,1,-1
britney spears,cause you suck =d lol so you can sit me here next to $t$ lmfao i love this song,13,1
britney spears,"megan fox , $t$ , and lady gag !!!!!!!!!!! because they 're all strong and beautiful women !",3,0
barack obama,Obama to confer with lawmakers on Afghanistan strategy : WASHINGTON -- President $t$ will confer with . .,12,0
britney spears,i miss the early days of twitter 's innocence when nobody hacked my account or cared if i wanted to see $t$ suck ...,21,-1
wii,"i did my first $t$ fit plus workout today . apparently i 'm underweight & 114.5 pounds . does this boost my confidence a little ? yes , indeed !",4,1
bill gates,'' Your most unhappy customers are your greatest source of learning . '' ~ $t$,14,0
madonna,How the HELL was $t$ so charming so natural in Desperately Seeking Susan only to suck super-bad in later films ? Whaa happened ?,4,0
barack obama,The teen idol Justin Bieber is more than happy to be one of the world 's most influential people beating president $t$ .,21,-1
miley,I 'm proud to say $t$ is my idol ! We ♥ Cyrus,5,1
madonna,"I 'm pretty positive this sketching class is going to be my favorite . The teacher has worked with Michael Jackson , $t$ , Miley , ect , .",22,0
jimmy carter,when $t$ did not win the peace prize when he brokered peace between egypt and israel - how can we take it seriously now !,1,0
google,"mererenee I 'm and the streets , fuck $t$ !!!",8,-1
psp,"hahaha . omg , yknow my cousin went to click '' start new game '' so i had to restart everything !! . omg , $t$ ! i love the luxor game !!",25,1
lindsay lohan,"took a guess , ' cus i thought that was $t$ ! i do n't know if that 's good or bad i knew that ? lol !!",10,0
ipad,"Apple $t$ -LRB- Brooklyn -RRB- : . Ipods , phones , ipad and Itouches are all available . Great for ... .",1,0
katy perry,I ca n't believe $t$ went from Travie McCoy to Russell brand . Is she fucking mental ?,4,-1
google wave,"pulp fiction makes everything better , including $t$",7,1
google,"empireofthekop Ironically enough , one of the $t$ ads in your sponsor pane was '' New Razor by Gillette . '' ;--RRB- Great news !!! ynwa",7,0
harry potter,Am watching $t$ and the Sorcerer 's Stone . They looked so young and innocent then .,2,0
madonna,gag is 10x hotter ! $t$ has disgusting man muscles and is coming near to her pension years ! gag is dominating the world !,5,-1
nick cannon,Just heard the news . congratulations to Mariah Carey and $t$ on their 2 bundles of joy . A boy AND a girl in one shot . Lucky and blessed !,10,1
iphone,miami . i 'm visiting friends in family in atlanta for the holidays . i have an $t$ but i 'm sure there 's an application somewhere,17,0
miley cyrus,$t$ Gets Back Into Music and Twitter : .,0,0
lindsay lohan,a group of 13 year old wearing kanye shingle glasses were debating who is worse paris or $t$ .,17,-1
windows 7,must be time to get $t$ . damn vista .,5,1
harry potter,"Hey ! I 'm Nora . I hope we can be friends ! I support you and Jennette ! I LOVE iCarly . Well , and $t$ :P ha you RULE !! nora",26,0
britney spears,yes i do think body language should b on the charts i compare it to lady gag paris hilton and $t$ if not better,20,0
britney spears,$t$ is like two big scoops of vanilla ice cream . 50 cent can pour chocolate on her .,0,-1
miley cyrus,"$t$ is n't just a girl to me . She 's a girl singing about things in life , love and boys . She 's a real good rolemodel to me .",0,1
iphone,another fantastic use of ar / $t$ from mobile art lab,6,0
britney spears,forget $t$ . heidi montag has a new celebrity hero . '' she said she wanted to be the next octomom ! '' her . .,1,0
britney spears,is only just realizing how dirty $t$ ' song 3 is . interesting ...,6,-1
windows 7,"$t$ launch could give the economy a boost - if new software succeeds , other businesses will too -",0,1
iphone,"$t$ and windows 7 do n't play nice , intel p55 chips to blame",0,0
britney spears,yes or like disappear a fishing trip . . eww i bet he will do an angry side project with mark hoppus and $t$ .,23,0
barack obama,has just nominated $t$ for a Pulitzer Prize ... for best fiction .,3,-1
john legend,"Kanye West during SXSW : Jay-Z , $t$ , Kid Cudi and some-more join all-star festival closeout : Image Credit ... .",7,1
justin bieber,Slipknot Feat $t$ feat Ludacris . podecrer,2,0
barack obama,"snackfeed found Colbert Report-Intro : Oct 12 , 2009-The world has a peace prize in its pocket for $t$ , Dr. Sa ...",18,0
britney spears,omfg why are they doing $t$ ?? theyre so annoying lmao ! : p,5,-1
britney spears,i am in love with $t$ ' s song kill the lights . i just love the beat .,5,1
harry potter,"hahahaha omg , my friend took his girlfriend 's phone then changed half her contact names to $t$ chars without telling her who 's who .",17,0
steve jobs,"Just finished reading ' iCon : $t$ ' ! What an amazing book . . A must read , I recommend !",6,0
nicki minaj,"Hip-Hop Rumors : Cam ` Ron , Prodigy , Rick Ross , $t$ and More ! : PRODIGY BEDDED KEYSHIA COLE Man , they are ca ... .",12,-1
katy perry,I kind of like that $t$ and Kanye song . dontjudgeme Lol,5,1
maradona,On to the best moment of the day . The $t$ belly slide :,10,0
tiger woods,"Presidents Cup : $t$ , Phil Mickelson end Day 1 on positive note -",3,0
alex rodriguez,BUT $t$ BE THE SHIT LIKE OMG HE my CUTE though LOL,1,-1
john legend,$t$ 'S COVER OF ADELE 's '' rolling in the deep '' IS AMAAZZING !!!!!,0,1
britney spears,with or without me hopefully you never find your heart broken again $t$ .,12,0
psp,twitter is acting stupid on my $t$ ... not cool ...,6,0
george bush,"lol '' barack obama may not have deserved the nobel peace prize , $t$ did n't deserve the election . we 're even now . ''",13,-1
ipod,"j sleeping while the fever rages on , seems to be breathing okay now - tylenol taking effect . not eating , but drinking . $t$ charging , bbl .",25,1
wii,i think i hurt my inner feminist by dropping my inner gamer on it . ouch . wtf ? the mind boggles at their thinking on the $t$ baby,27,0
google wave,"attend or manage a conference ? now , $t$ is backchannel -LRB- more structured than tweets -RRB- cosmond - > wow",8,0
obama,Confused $t$ Sends Mixed Messages To Libya . .,1,-1
oprah,I 'm in class and we were talking about $t$ . Reminded me that my dude swaggodtaylor could have been her son had his old man made the move .,9,1
obama,Texas Man Uses Obituary to Campaign Against $t$ .,7,0
lindsay lohan,celebitchy : $t$ posts more desperate tweets to samantha ronson,2,0
khloe kardashian,i hate when im the tall one in a room ... it makes me feel like $t$ !!! but not tall just huge,16,-1
kindle,not even for $ 8.98 ... waste of paper ... and i have a $t$ ; -RRB-,14,1
psp,"$t$ golf training aid-used and recommended by martin hall , 2008 ...",0,0
britney spears,yes there is you vagina . and her name is $t$ .,10,0
lady gaga,So sad that Rebecca Black 's '' Friday '' has surpassed $t$ on youtube views :-LRB- that is crazy .,11,-1
justin bieber,"perfect couples ? me and $t$ , of course : ' -RRB-",5,1
kindle,gon na read you like a $t$ ... turn you on and flip your pages . oh_snap heyoooohhhhh,6,0
xbox,why does my $t$ keep dying and coming back from the dead lol,3,0
britney spears,omg it 's my worst nightmare . $t$ covers alanis morissette song '' you oughta know -,7,-1
britney spears,"taylor swift 's acceptance speech , beyonce letting taylor swift having a moment and finishing her speech , $t$ won all three vmas",18,1
sarah palin,"Want an xbox360 signed by $t$ ? Yeah , me neither , but if you 're willing to blow 1.1 million on it :",5,0
britney spears,"im sure you have $t$ in your car , but i have the perfect remake of it for cameron to get into !",4,0
lindsay lohan,"$t$ , jewel thief : adding credit card fraud to her resume ... : thatthat 's right , bitches . give it . .",0,-1
lady gaga,Jacksonter look at how amazing $t$ shoes are in that picture ! ; D,5,1
wii,just paid off my layaway on my nintendo $t$ but barely got to play it because i had to wait on the batteries to charge lol,8,0
barack obama,I think when you spread the wealth around it 's good for everybody . ~ $t$ tcot,15,0
charlie sheen,"White people only like uncontroversial niggaz that act like them , but they embrace they own fuckery like $t$ . Fuck ' them ! itiswhatitis",18,-1
ipad,Take notes by hand -- on the $t$ : One promise of the ipad was that it would be great for students . A new note-takin ... .,7,1
wii,"melissa_kck thisislauraj ... lego batman , lego star wars , lego indiana jones , and a star wars game . now want $t$ lightsabers",22,0
kindle,"new $t$ economics for wsj : news corp . gets $ 6 or $ 6.50 for $ 15/month subscription . not good enough , says murdoch :",1,0
lindsay lohan,$t$ daddy is a ass hole,0,-1
britney spears,delayedtweets $t$ has a new song called womanizer . i hope it becomes popular,1,1
harry potter,I know it is going to be a good day because $t$ is on today too . I love me some harry potter .,11,0
britney spears,"also goodnight to the very dreamy $t$ + playboy loving tomfelton , of course . sleep well thy good tweeps .",6,0
justin bieber,$t$ is fucking gay jebbuusss,0,-1
iphone,"dear $t$ case , thank you . i feel there is so much you have done for me , but i have done so little for you . love , phil 's iphone .",1,1
anderson cooper,"So sick of Donald Trump . I enjoy how he thinks he knows everything yet when $t$ proves him wrong , his response is '' yeah whatever ''",16,0
britney spears,"no drugs , alcohol , britney orders tour entourage : pop star $t$ ...",12,0
joe biden,America says President Stupid Obama and the sleeping vice president $t$ and the administration says '' YOU 'RE FIRED '',10,-1
britney spears,"i can not help myself , i 'm just doing what i do . got my heart set , do anything i want , so thank you . i love $t$ ! : -RRB-",30,1
barack obama,"Health care issues : Insurance market overhaul : THE POLITICS : To help expand health coverage , President $t$ . .",18,0
perez hilton,"$t$ >> Daryl Hannah Owes The Taxman ! : Not good , girl ! Daryl Hannah has reportedly fallen behind on her ... .",0,0
sarah palin,"I really , REALLY have tried to like $t$ . But I 'm just NOT a fan of stupid . Stupid people make me violent .",8,-1
madonna,I 'm going to tell you about love $t$,8,1
al gore,"New iPad application called $t$ 's Our Choice . Kind of boring , though . It 's a map of the 2000 election results , but Florida is blue .",4,0
barack obama,Aggies Nat'l Championship hopes are fading faster than $t$ ' is approval ratings ! Hahahahaha so much for that undefeated season .,8,0
ipad,geramed Apple Survey - What do you think of Apple products ? $t$ sucks ? apple .,12,-1
lakers,Ca n't wait to $t$ take another win for that ring . HatersIcantHearYou,4,1
madonna,me singing like a virgin by $t$,6,0
britney spears,gossip girls >> $t$ : mexican bikini babe : taking a break from her work obligatio . .,3,0
kindle,"complicated but i say ds . $t$ does 1 thing , easier to break , easier to spend your $ $ . ds does lots of things .",6,-1
windows 7,yeah . $t$ is pretty awesome . i do n't know how computers were used before it .,2,1
google wave,would you be willing to spare an invite for $t$ to me ?,9,0
windows 7,"$t$ home premium will also not support bitlocker drive encryption , applocker & branchcache distributed cache .",0,0
madonna,Guy Ritchie breaks silence on $t$ : ' I still love her but she 's retarded ' -LRB- via enemy Magazine -RRB-,5,-1
shakira,"I have so many legends i LOVE and one of them is ... $t$ so many albums , i just love her < 3",13,1
madonna,once again i agree ha $t$ is one sexy granny : p,5,0
alicia keys,"Curtindo '' All Of The Lights '' -LRB- ft . John Legend , Rihanna , Fergie , $t$ , Kanye West & Elton John , Kid Cudi -RRB- de kanye west .",17,0
britney spears,"it 's britney , bitch ! : i was pulled to a $t$ concert for my beloved girlfriend . the things i do for he . .",12,-1
