target,text,indices,label,tweetID,type
a&e,# bbcqt $t$ only understaffed because people like # wollaston take up a place at medical school then leave profession # wastedaplace,2,-1,566019994375307264,topic keyword
nhs,This Doctor Beat # Cancer As A Teenager And Now He’s Fighting Against # $t$ Privatisation http :// t . co / YqKHbuOWr9 # ge2015,14,-1,577955970917244931,topic keyword
snp,"# GE2015 # Labour would have to summon huge tax increases , sack Trident to cancel the £100bn deficit and give the # $t$ the £bn ' s they want .",23,-1,582512308745867265,party keyword
london,London has enough housing for the English it doesn ' t have enough housing for immigrants # bbcsp # $t$ # immigration,19,-1,564393094679126016,ne
economic,@ CarolineLucas correctly points out why GDP is a poor measure of $t$ activity . # economics # greenparty # GE2015 http :// t . co / ZPp6PbLggV,12,0,578572029240209408,topic keyword
economics,If # Labour get into govt . rents will go up as the landlords will have to pay the letting agents . Labour truly # clueless on $t$ ! # bbcqt,27,0,578703873856159744,topic keyword
@bbcquestiontime,An interesting Q raised on $t$ tonight on the # NHS and the cost of treatment # bbcqt http :// t . co / O24lQt35nm,5,0,566024418049392641,ne
mr osborne,I think Ed Balls ' response to yesterday ' s Budget showed how good it actually was . $t$ did a good job . # GE2015,18,1,578591745333698560,ne
economic,"Low inflation , record amount of people in work & fast $t$ growth all under Conservatives . Ed Miliband ' s Labour would risk it all # bbcqt",11,1,568544984468738048,topic keyword
uk,"Slimy UKIP guy telling an old lie : zero hours is not about EU and $t$ , it ' s about rich exploiting poor as always # bbcqt # BattleForNumber10",15,0,581229320888279040,ne
living standards,"Are you raising my $t$ by taking more money from me ? Next time I get Mugged , I ' ll thank the criminal then . # BattleForNumber10",4,-1,581212423295729664,add
eu,# bbcdp What about the $t$ ' s imposition of # TTIP giving US health giants to bid for the cream of NHS services . We could make it a condition,5,-1,582503950093586432,topic keyword
ukip,So British ppl are so concerned abt immigration # GE2015 hinges on it . Does this mean # BNP were right all along ? You were warned # $t$ # edl,28,1,578525029509529600,party keyword
cancer,# GE2015 # team2015 So : Labour prefer class war to war on $t$ ... war on profits to war on inefficiency ? Chilling if true . Blue is the colour,13,-1,581899724988510208,topic keyword
taxes,"Whatever he says , it ' s very likely that # DavidCameron will raise VAT and $t$ if he wins a majority in May . # BattleForNumber10",16,0,581206651782447104,topic keyword
right,"@ daily _ politics Listen Plebs , I dont care what you think you know . I ' m telling you - YOU ARE £900 BETTER OFF , $t$ ! # Budget2015 # bbcdp",28,0,578895378780700672,ne
buy-to-let,How fitting they should show Britain’s Benefit Tenants straight after # BattleForNumber10 . Evictions and $t$ megalomaniacs .,15,-1,581223375336542210,topic keyword
conservative,The PM confirmed yesterday that a # $t$ government after # GE2015 would NOT increase VAT . Unlike Ed Miliband on National Insurance !,7,1,581039316366934016,party keyword
right to buy,"Javid has got entirely the wrong audience for this spiel . Waffling on about "" help to buy "" when "" $t$ "" gutted social housing # bbcqt",21,-1,578700080942829569,add
budget2015,Our pre -# $t$ # Infographic : Britons ' views of the economy & George Osborne http :// t . co / 93WUWCi78x # GE2015 http :// t . co / UJLZoWTA3V,3,0,578225485026562049,topic keyword
wards,NHS marketisation via charging patients who don ' t need to be in emergency $t$ isn ' t better than just properly funding the service . # bbcqt,14,0,566018381242200064,topic keyword
nhs,"Before 1948 there wasn ' t an # $t$ but the # healthcare was mostly provide free by volunteers & Doctors waived fees , it was 100% FREE # bbcqt",8,-1,566018080909058048,topic keyword
direct democracy,92% Of Swiss Voters Reject Carbon Tax In Referendum . $t$ at work . http :// t . co / MQ2eVZhxbK @ UKIP for # Brexit from # EU # GE2015,10,1,575210809141362688,ne
housing,"Despite spin , no new government money for # $t$ : transferring resources from affordable renting to first - time buyers . # GE2015 # GE15",9,-1,572462388898893824,topic keyword
balls,Why have Osborne and $t$ neutered themselves ? # ge2015 http :// t . co / ZC8RERMi7T,4,-1,581026920772472832,topic keyword
tax evasion,"$t$ is illegal , done by people whose accountants don ' t advise the government on # HMRC policy . Tax avoidance is legal . # bbcqt",0,-1,566009398099968000,topic keyword
uk,.@ edballsmp I can slash & burn $t$ state £10bn ' s a year WITHOUT affecting a damn thing EXCEPT LibLabCon vested interests # budget2015 # bbcdp,7,1,578208582409297920,ne
bilderberg,"ITS THE $t$ ZOG THAT ARE MAKING THE OIL PRICE TANK YOU STUPID GOYIM , THEY ARE ALL FILTHY LIARS ON # bbcqt http :// t . co / 4jBEHw8RKw",2,-1,566014288347668480,ne
mental health,"It ' s taken five years , but we ' re starting to throttle some money for $t$ out of the NHS . # bbcsp",17,0,579608465548681216,topic keyword
michael sheen,Violence against children around the world is like a hidden epidemic . $t$ talking well abt SDGs on # marrshow Nice work @ UNICEF _ uk !,12,1,574503387699539968,ne
budget2015,"Osborne : "" £7bn surplus expected in 2019 - 20 ."" # $t$ # GE2015",12,0,578178311525937152,topic keyword
tory,@ bbcquestiontime Housing benefit is paid to millions people IN WORK . The majority is paid to PRIVATE LANDLORDS - $t$ Voters ? No Cap # bbcqt,20,-1,578699708337647616,party keyword
berkeley homes,"@ $t$ development at Tower Bridge no access to "" nice garden "" for social housing tenants . http :// t . co / KttMPQOm1h
 # GE2015",1,-1,581780265187557376,ne
uk,"We need to ask why the $t$ is a magnet for immigration , camps at Calais beg this question . Asylum not sought in France , why not ? # bbcqt",6,0,581236754562355202,ne
hard,"$t$ to juggle the rhetoric of "" the great recession "" as a context for our current economic situation and blame Labour for everything # bbcqt",0,0,578689865606414336,ne
budget2015,Ed Balls body language with Ed M strange # $t$ # bbcdp,9,0,578187997906137090,topic keyword
tories,I wonder if VAT was applicable to private education and financial transactions whether $t$ would be so keen to raise it for all # ge2015,13,0,578583319274598400,party keyword
muslim,"I ' m no fan of the EDL but it was a bi product of Islamist extremism and the rape of children by $t$ men , ignored by the police . # marrshow",23,-1,579572272345804800,ne
environment,@ Ed _ Miliband should be proud of his time as @ DECCgovuk Secretary . I worked for an $t$ group and he was excellent . # BattleForNumber10,19,1,581218945774043137,topic keyword
tax avoidance,"Hold on , Marr ! I thought business & $t$ were too complicated for you to go into . Unless you ' re talking to Labour , that is # marrshow",9,-1,564356296670216193,topic keyword
social care,' Providing medical and $t$ to allow people to stay at home as much as possible is key ' @ GreenJillian @ TheGreenParty # GE2015,4,1,575995824636891136,topic keyword
ukraine,# bbcqt Actually it ' s not EU expansion that is the choice of $t$ it is NATO ' s military aggressive expansion - UKIP won ' t criticise NATO,14,0,566012546361327616,ne
marr,"$t$ misses an open goal . If Salmon thinks it is OK to have a triple lock on leaving the EU , why not parity for devolution . # marrshow",0,-1,579581579997130754,ne
economy,Can we have another question ? Clearly Gideon ' s budget - like his grasp of the $t$ - is a bucket of rotting fish . Move on ! # bbcqt,17,0,578694219918868480,topic keyword
budget2015,"# $t$ : something for smokers , drinkers , drivers , savers , high earners , pensioners ... Just before # GE15 . Convenient . # wonthappen",1,0,578286026206085120,topic keyword
george,"The Ignobel Prize for Economics is awarded unanimously to $t$ ""# Deflation "" Osborne - http :// t . co / weYPsXfs2h @ George _ Osborne # GE2015",9,-1,566002709183332353,ne
lord kerr,$t$ of Kinlochard is insisting that the UK must give taxpayers financial aide to Ukraine . How about the UK families ? # GE15 # VoteSNP,0,-1,581475734960660480,ne
labour,Very glad that that man has just reminded everyone that it was $t$ who caused the economic mess in the first place . # BattleForNumber10,12,-1,581215175539355648,party keyword
brexit,# GE2015 will be affected by EU crisis . This time next week media should be digesting 1st round gains of Marine Le Pen & # FN inFrance # $t$,29,1,577464581964099584,topic keyword
banking,"Given that Sajid Javid has worked in $t$ since leaving university in 1991 , he has never worked for the minimum wage . # bbcqt",7,-1,578694688552669184,topic keyword
the sun,Total bias in $t$ with a front page on a proposed 1p cut on beer tax ... no mention of the untold misery caused by the bedroom tax # GE2015,3,-1,572915416533741568,ne
nhs,Just visited someone at a tip top Intensive Care Unit in Liverpool . Let ' s keep debate about $t$ grounded in facts as well as feelings . # GE15,19,0,581570659509276673,topic keyword
immigrants,Skills $t$ have a lot to offer to improve the economy # GE2015 # VoteSNP - Who says what on immigration ? http :// t . co / G6q8ZTnKXz,1,0,579182548972134400,topic keyword
uk,"# MarrShow How can $t$ electorate warm to candidate who prefers American Football , allegedly doesnt read papers & tells us he taught in US Uni",4,0,564441439141367809,ne
petrol,# bbcdp David lammy on about the cost of living if labour was in they would have put $t$ up 3 times making the cost of living 30% higher,18,0,574925759795576832,topic keyword
economic,Dear man in # bbcqt audience using ' long term $t$ plan ' in a comment : no one thinks you ' re an average member of the public .,10,0,573617247333261313,topic keyword
@pmqs,"He ( Osborne ) has been the Chancellor for five years ,"" says Ed Balls . Tory MPs cheer . ” http :// t . co / n2zjHP4AeY” # bbcdp $t$ @ George _ Osborne",30,0,570541330180546560,ne
oil,"@ deanofsurrey @ iainmartin1 $t$ isn ' t the cornerstone of our economy you claim . Even if # indyref was won , we ' d still be in UK now . # GE2015",4,0,580393058224775168,topic keyword
@FT,"Osborne faces doubling austerity cuts to £48bn a year to hit targets , says $t$ analysis http :// t . co / lK0sN0jeHh # Budget2015 # bbcqt",14,0,578688402427609088,ne
nurses,How dare she talk about doctors and $t$ whilst refusing a 1% pay rise # bbcqt,7,1,573627740127117312,topic keyword
immigration,Figures released this morning ONS . Tory pledge in tatters . Net $t$ / migration higher than when Tories took office in 2010 . # GE2015,12,-1,570854984440541184,topic keyword
dave,"Just when I wonder if really $t$ hates me , he gets the # NHS ' bureaucrats ' dig in again . Cheers for the pay freeze tho . # BattleForNumber10",6,-1,581211762680266752,ne
a&e,There is a problem with many many people using $t$ as a GP service . # bbcqt,9,-1,573628365061689344,topic keyword
economic,"# GE2015 : Without a mission of public sector reform , Osborne ' s longterm $t$ plan is… http :// t . co / D4ZT7fjnpl http :// t . co / 6Ft93YwELY",15,0,578778033470902272,topic keyword
rac,Osborne has claimed more recoveries in the past five years than the $t$ . # CameronMustGo # Budget2015 # generalelection,12,0,578325010932215808,ne
tory,.@ Mark _ J _ Harper illegally employed a migrant & resigned in Feb 2014 . By July he was back in the DWP . Another $t$ ' criminal ' in gov # bbcdp,26,-1,569876736877432833,party keyword
inflation,On Radio 4 today announcing zero $t$ : we could have genuine deflation after the election . I think that is guaranteed ! # GE2015,6,1,580334667737485312,topic keyword
@kdugdalemsp,And again $t$ has a go at @ theSNP about NHS gets booed Brings up mansion tax to pay for it gets Booed Again LAB fail # bbcqt,2,-1,573628507659583488,ne
budget2015,The implications of this week ' s pre - Election # $t$ for city economies http :// t . co / EOitXLxfyT # GE2015,11,-1,578971842993483777,topic keyword
fracking,And maybe if you backed oil exploration and $t$ the EU could rely on British oil and energy and not Russian oil ? # BBCQT,8,1,566012631551836161,topic keyword
rich,Chuka says Labour are giving a tax cut to $t$ graduates to promote poor people to go to uni . # SpotTheDeliberateMistake # BBCDP,9,-1,571291019842600960,ne
osborne,$t$ : a radical review of business rates will take place to reflect the changes in the economy and in our town centres # FSBConf # GE2015,0,0,578857613347139584,topic keyword
